NazRudy ; 380665456478
#участок ППС LPS пупс qps упс upz купается купаюсь механик плечевого клетевого клетьевого ствола 3 стволам Голуб голубь Вадим Викторович 20 24 отметка ;3416 
#пустой ;3417 
#пустой ;3418 
#гараж гаражи заправка ;3419 
#баня бани третьего этажа этаж 3 третий ;3420 
#автоматика механик автоматики заяц александр александрович Александр Александрович ;3421 
#бухгалтерия старший бухгалтер по основным фондам фонда ;3422 
#водоотлива водоотливы водоотлив начальник мандрыка Виктор Владимирович ;3423 короткий 29 
#участок прпд рптд rbtd prbb пртб рпб вакуум насосная ;3424 
#расчётный расчетный отдел общий телефон ;3425 
#вентиляционный ствол вент винт vent подъём подъем номер два 2 ;3426 
#ПТК ptk слесаря банки нулевая 0 отметка ;3427 
#отдела отдел материально-технического снабжения и маркетинга склад спецодежды спецодежда склады ;3428 
#водоотлива водоотливы водоотлив насосная насосные насосное богоявленке богоявленки ;радиотелефон радио телефон радиотелефоны 3429 
#баня бани комната отдыха ;3430 
#маркшейдерский отдел замерщики ;3431 
#участок ВТБ VTB приборная ;3432 
#участок прпд рптд rbtd prbb пртб рпб склад ;3433 
#маркшейдерский отдел ;3434 
#служба главного технолога техотдел тех отдел инженер по экологии ганус Сергей Сергеевич ganus ;3435 
#прок пруп пруг пропп проб приёмная бухгалтерия ;3436 
#пустой ;3437 
#ПТК ptk 31 тридцать первая отметка погрузочный бункер ;3438 
#Лесной склад общий телефон общей общие комната отдыха ;3439 
#пустой ;3440 
#гараж гаражи охрана гаража сторож ;3441 
#служба главного технолога техотдел тех отдел главный технолог ;3442 
#Юж юш трансстрой транс строй ютс околоток около так ;3443 
#участок ППС LPS пупс qps упс upz купается купаюсь нарядная плечевого клетевого клетьевого ствола 3 ;3444 
#воздухо воздуха подающий стол ствол stvol дежурные дежурный слесаря слесарь калориферной калориферная калориферные калориферный ;3445 
#медпункт физкабинет физ кабинет ;3446 
#прок пруп пруг пропп проб заместитель заместители председателя ;3447 
#отдела отдел материально-технического снабжения и маркетинга отделы сбыта общий телефон ;3448 
#участок ППС LPS пупс qps упс upz купается купаюсь лебёдка лебедка скипового ствола ;3449 
#пустой ;3450 
#столовая киоск буфет buffet ларек ларёк в ОПК АПК APK ;3451 
#участок ППС LPS пупс qps упс upz купается купаюсь нулевая отметка 0 ;3452 
#баня бани второго этажа этаж 2 второй ;3453 
#участок srgb srvv rgv srw скпт метизный цех всех ;3454 
#столовая бухгалтерия столовой ;3455 
#служба охраны охрана центральная проходная Центральная ;3456 
#нпг мпг мгд npg заместитель председателя ;3457 
#пустой ;3458 
#участок srgb srvv rgv srw скпт нарядная нарядное нарядные ;3459 
#нпг мпг мгд npg бухгалтерия ;3460 
#Центральная проходная центральная ;3461 
#прочие службы архив ;3462 
#участок ППС LPS пупс qps упс upz купается купаюсь начальник лободин Евгений Викторович ;3463, короткий 28 
#нпг мпг мгд npg приёмная ;3464 
#отдела отдел материально-технического снабжения и маркетинга грузчики ;3465 
#участок ВТБ VTB ремонт светильников ;3466 
#пустой ;3467 
#водоотлива водоотливы водоотлив кайбаш ;3468 
#воздухо воздуха подающий стол ствол stvol нарядная нарядное нарядные ;3469 
#участок srgb srvv rgv srw скпт пресно поверхности пресс на ;3470 
#участок ОТК АТК лаборатория общий ;3471 
#участок пазл пазлы pazzo utas утас кутас кайбаш огэ а.г. ГДЗ ;3472 
#участок ndgo nvda mtgo гмайл джимейл Gmail нарядная нарядное ;3473 
#участок ППС LPS пупс qps упс upz купается купаюсь четырнадцатая 14 отметка скипового ствола четырнадцатое 22 отметка 8 восьмой конвейер ;3474 
#ПТК ptk перегрузочная станция ;3475 
#участок укэ укт у Кати кота кайбаш ;3476 
#финансовый финансовое отдел общий телефон ;3477 
#пустой ;3478 
#баня бани прием приём белья в стирку бельё ;3479 
#ПТК ptk 48 сорок восьмая отметка бункер ;3480 
#АПК APK механик аносов Александр Васильевич слесарь слесаря ;3481 
#пустой ;3482 
#мехцех мехтех цех цэх ;3483 
#АПК APK кайбаш уборщиц уборщица уборщицы ;3484 
#орзо Мирзо rst.ua крановщики ;3485 
#пустой ;3486 
#прочие службы библиотека музей ;3487 
#ведущий инженер по информационно-аналитическому обеспечению василец Людмила Александровна ;3488 
#мехцех мехтех цех цэх слесарь слесаря слесарка ;3489 
#участок пазл пазлы pazzo utas утас кутас склад ;3490 
#участок вшт вышиты высоте кайбаш вшт вст бам бом ;3491 
#водоотлива водоотливы водоотлив фекальная насосная насосное насосные ;3492 
#ПТК ptk погрузка вагонов ;3493 
#osu осу АСУ ВВЦ VC vvc машинный зал ;3494 
#участок ВТБ VTB выдача респираторов ;3495 
#пустой ;3496 
#Юж юш трансстрой транс строй ютс начальник эмо емо м.о. примо прямо ;3497 
#osu осу АСУ ВВЦ VC vvc машбюро ;3498 
#столовая киоск буфет buffet ларек ларёк в новом ОПК АПК аптека ;3499 
#участок пазл пазлы pazzo utas утас кутас механик Перетятько Александр Васильевич ;3500 
#Производственная служба руководство Шахты зам заместитель директора по производству буряк Марк Александрович ;3501 короткий 44 
#АПК APK мастер Master мокрая мокрое Ирина Петровна ;3502 
#медпункт заведующая заведующий медпунктом Садовская Ирина Вадимовна Владимировна ;3503 
#пустой ;3504 
#участок пазл пазлы pazzo utas утас кутас tk.ua т.к. у ТКУ Т К У ;3505 
#вентиляционный ствол вент винт vent вентиляционного ствола механик волчок Александр Анатольевич ;3506 
#osu осу АСУ ВВЦ VC vvc телетайп teletype ;3507 
#участок служба связь связи бюро ремонта кросс ;3508 
#участок служба связь связи контрольный абонент контрольные абонемент ;3509 
#гараж гаражи водитель комната водителей директора ;3510 
#орзо Мирзо rst.ua калориферная ;3511 
#бухгалтерия заместитель зам главбуха главного бухгалтера по налоговому учету учёту Гале Галин Гали Неля миля Нелля Васильевна ;3512 
#участок вшт вышиты высоте механик Электровозная гаража на гаража поверхности ;3513 
#водоотлива водоотливы водоотлив слесаря компрессорная компрессорной ;3514 
#Производственная служба техническая нарядная техническое Техническая стих тихо техно рядная ;3515 
#служба главного технолога техотдел тех отдел инженер по рационализации рационализацию ;3516 
#отдел кадров общий телефон ;3517 
#участок служба связь связи мастерская подземных электрослесарей связистов слесарей ;3518 
#плановый отдел начальник планового отдела начальника бобрицкая добрицкая Наталья Григорьевна ;3519 
#бухгалтерия начальник материальной бухгалтерии капюшона Допиши на Валентина Анатольевна ;3520 
#участок ВТБ VTB ламповая ;3521 
#водоотлива водоотливы водоотлив очистные а честные ;3522 
#руководство Шахты зам заместитель директора замдиректора по материальному обеспечению ;3523 
#руководство Шахты зам заместитель директора замдиректора по сбыту и материально техническому материально-техническому снабжению Кубышкин Андрей Юрьевич ;3524 короткий 65 
#участок вшт вышиты высоте Электровозная гараж поверхности электровозный вшт вст кайбаш ;3525 
#участок укэ укт у Кати кота Хижняк Александр Иванович ;3526 короткий 67 
#участок номер один 1 первый нарядная нарядное нарядные ;3527 
#пустой ;3528 
#отдела отдел материально-технического снабжения и маркетинга выписка бытового угля Баскакова Ольга ;3529 
#котельная котельные котельной нарядная нарядное нарядные ;3530 
#отдела отдел материально-технического снабжения и маркетинга сектор сметно-договорной Sector сметно договорной Ищенко Татьяна Александровна Тищенко Лещенко; 3531 
#бухгалтерия материальная материальное материальные ;3532 
#автоматика телеметрия слесарка слесарь кайбаш ;3533 
#водоотлива водоотливы водоотлив нарядная нарядное ;3534 
#водоотлива водоотливы водоотлив насосная насосное насосные ;3535 
#участок вшт вышиты высоте начальник Сидоренко Максим Викторович ;3536 
#вентиляционный ствол вент винт vent насосная насосное насосные вентиляционного ствола стола ;3537 
#служба главного технолога техотдел тех отдел общий телефон ;3538 
#руководство Шахты заместитель зам директора замдиректора по соц и хоз вопросам социальным хозяйственным Приходько Наталья Григорьевна ;3539 короткий 24 
#маркшейдерский отдел ;3540 
#баня бани ИТР итер и TR ;3541 
#участок ВТБ VTB мастер начальник ламповой Сысоева Ирина Николаевна ;3542 
#упр номер 1 ипр-1 один начальник потеряйко потеряевка потеряй Николай Владимирович ;3543 короткий 35 
#отдел кадров инспектор по отпускам ;3544 
#Лесной склад мастер лесного склада ;3545 
#Юж юш трансстрой транс строй ютс бухгалтерия ;3546 
#гараж гаражи начальник Ату ОТУ тату брыков Владимир Иванович ;3547 короткий 63 
#Юж юш трансстрой транс строй ютс директор ;3548 
#Производственная служба начальник начальника смены комната отдыха ;3549 
#Юж юш трансстрой транс строй ютс жежурный подстанции по станции ;3550 
#Юж юш трансстрой транс строй ютс зам заместитель директора по экономике ;3551 
#участок ППС LPS пупс qps упс upz купается купаюсь слесаря скипового ствола слюсаря слесарь отметка 18 ;3552 
#Юж юш трансстрой транс строй ютс охрана ;3553 
#водоотлива водоотливы водоотлив вентилятор вентиляционный ствол вент винт vent вентиляционного ствола ;3554 
#столовая кухня ;3555 
#отиз отис аттис общий ;3556 
#нпг мпг мгд npg председатель Доценко даценко Григорий игнатьевич ;3557 короткий 49 
#Юж юш трансстрой транс строй ютс начальник станции ;3558 
#участок ОТК АТК заведующий лабораторией АТК ивашко Ивашка Ивашку Наталья Владимировна ;3559 
#отдела отдел материально-технического снабжения и маркетинга склад тяжёлого оборудования вклад тяжелого ;3560 
#бухгалтерия главный бухгалтер шуракова чуракова Широкова Наталья Александровна ;3561 короткий 15 
#воздухо воздуха подающий стол ствол stvol бадью бадья и подъем подъёмы подъём воздуха подающего падающего ствола стола ;3562 
#отдела отдел материально-технического снабжения и маркетинга тендерный тендерные лобацевич Евгений Данилович ;3563 
#упр номер 2 два Антонов Константин Юрьевич ;3564 короткий 20 
#бухгалтерия зам заместитель главного бухгалтера светова святова Светлова Ольга Григорьевна ;3565 
#вентиляционный ствол вент винт vent вентиляционного ствола нарядная ;3566 
#ПТК ptk механик дсл dsla dssl ;3567 
#служба охраны охрана Лесная проходная Прохладная ;3568 
#пустой ;3569 
#котельная котельные начальник котельной селюков Сергей Алексеевич ;3570 короткий 31 
#Юж юш трансстрой транс строй ютс дежурный Дежурный по переезду ;3571 
#Юж юш трансстрой транс строй ютс экиперовщик экипировщик ;3572 
#Юж юш трансстрой транс строй ютс инженер-энергетик инженер энергетик ;3573 
#пустой ;3574 
#учебный пункт учпункт общий телефон ;3575 
#пустой ;3576 
#Профессионал по коррупции ;3577 
#Лесной склад начальник лесного склада Лесной склад жук Людмила Викторовна ;3578 короткий 47 
#Юж юш трансстрой транс строй ютс приемосдатчик приёмосдатчик ut1 u21 южнодонбасская номер один 1 ;3579 
#плановый отдел ;3580 
#участок прпд рптд rbtd prbb пртб рпб начальник Пономаренко Ростислав Александрович ;3581 короткий 41 
#пустой ;3582 
#юридический отдел карабань Лада Олеговна ;3583 
#участок пазл пазлы pazzo utas утас кутас оператор утас utas utos ;3584 
#Юж юш трансстрой транс строй ютс угли сборочная ugly ;3585 
#котельная котельные котельной Химическая химическая лаборатория ;3586 
#пустой ;3587 
#Юж юш трансстрой транс строй ютс начальник участка эмо Эмма имо и сцб СТБ scb ;3588 
#участок прпд рптд rbtd prbb пртб рпб нарядная нарядное нарядные ;3589 
#баня бани прачечная прачка швея портниха ремонт одежды стирка stirka ;3590 
#ПТК ptk погрузка угля населению население населения ;3591 
#участок пазл пазлы pazzo utas утас кутас мастерская утас utas utos ;3592 
#баня бани директора ;3593 
#участок ВТБ VTB нарядная нарядное бвр bvr ;3594 
#шгс жгс ФГС горнотехнический инспектор inspector кабинет ;3595 
#Юж юш трансстрой транс строй ютс старший механик связи ;3596 
#Юж юш трансстрой транс строй ютс главный инженер ;3597 
#osu осу АСУ ВВЦ VC vvc общий телефон ;3598 
#участок прпд рптд rbtd prbb пртб рпб вакуум насосная ;3599 
#пустой ;3600 
#строит строить всех плотницкий плотницкие цех цэх ;3601 
#пустой ;3602 
#пустой ;3603 
#пустой ;3604 
#пустой ;3605 
#пустой ;3606 
#пустой ;3607 
#пустой ;3608 
#пустой ;3609 
#участок служба связь связи шлюз шлюзы номер один 1 ;3610 
#пустой ;3611 
#пустой ;3612 
#пустой ;3613 
#пустой ;3614 
#пустой ;3615 
#пустой ;3616 
#пустой ;3617 
#участок служба связь связи пятая соединительная линия цифровой ПТС 5 ;3618 6611 Coral 
#пустой ;3619 
#орзо Мирзо rst.ua гидравлика цех гидравлики ;3620 
#пустой ;3621 
#пустой ;3622 
#пустой ;3623 
#пустой ;3624 
#пустой ;3625 
#пустой ;3626 
#пустой ;3627 
#пустой ;3628 
#пустой ;3629 
#пустой ;3630 
#пустой ;3631 
#пустой ;3632 
#пустой ;3633 
#пустой ;3634 
#пустой ;3635 
#пустой ;3636 
#пустой ;3637 
#пустой ;3638 
#пустой ;3639 
#пустой ;3640 
#пустой ;3641 
#пустой ;3642 
#пустой ;3643 
#пустой ;3644 
#пустой ;3645 
#пустой ;3646 
#вентиляционный ствол вент винт vent бадью бадья и подъем подъёмы подъём вентиляционного ствола стола ;3647 
#пустой ;3648 
#участок служба связь связи восьмая соединительная линия цифровой ПТС 8 ;3649 6631 Coral 
#пустой ;3650 
#пустой ;3651 
#пустой ;3652 
#пустой ;3653 
#пустой ;3654 
#пустой ;3655 
#пустой ;3656 
#пустой ;3657 
#пустой ;3658 
#пустой ;3659 
#пустой ;3660 
#пустой ;3661 
#пустой ;3662 
#пустой ;3663 
#пустой ;3664 
#пустой ;3665 
#пустой ;3666 
#пустой ;3667 
#пустой ;3668 
#пустой ;3669 
#пустой ;3670 
#пустой ;3671 
#пустой ;3672 
#пустой ;3673 
#пустой ;3674 
#пустой ;3675 
#пустой ;3676 
#пустой ;3677 
#пустой ;3678 
#пустой ;3679 
#пустой ;3680 
#пустой ;3681 
#пустой ;3682 
#пустой ;3683 
#модем СТМ 256 x двести пятьдесят шесть 200 50 6 ;3684 
#пустой ;3685 
#пустой ;3686 
#пустой ;3687 
#пустой ;3688 
#пустой ;3689 
#пустой ;3690 
#пустой ;3691 
#пустой ;3692 
#пустой ;3693 
#пустой ;3694 
#пустой ;3695 
#пустой ;3696 
#пустой ;3697 
#пустой ;3698 
#пустой ;3699 
#пустой ;3700 
#пустой ;3701 
#шгс жгс ФГС радио телефон радиотелефон вгсч ;3702 
#медпункт подземный подземные подземная ;3703 
#воздухо воздуха подающий стол ствол stvol рукоятка воздуха подающего падающего ствола стола ;3704 бит номер один 1 
#участок вшт вышиты высоте Электровозная гараж горизонта 624 600 электровозный заряд аккумулятора аккумуляторов зарядка ;3705 бит номер тринадцать 13 
#участок srgb srvv rgv srw скпт отрывка К под рыбка подготовка подливка 19 главы лава лого девятнадцатая конвейерная выработка конвейерное ;3706 
#пустой ;3707 
#участок вшт вышиты высоте 13 сбойка сборка разборка тринадцатая ;3708 
#участок вшт вышиты высоте Угольная яма верх вверх в ;3709 
#участок укэ укт у Кати кота питатель зпв каша 1 один; 3710 
#пустой ;3711 
#пустой ;3712
#водоотлива водоотливы водоотлив ЦПП CP cpp 600 624 горизонта горизонт ;3713 
#вентиляционный ствол вент винт vent рукоятка вентиляционного ствола стола ;3714 бит номер десять 10 
#участок укэ укт у Кати кота шестая Блочная Лента булочная ;3715 
#упр номер 2 два 20 лава выгрузка бункер двадцатая глава упр 2 номер ;3716 
#упр номер 1 ипр-1 один подрывка ;3717 
#водоотлива водоотливы водоотлив водосборник вода сборник 800 824 горизонт горизонта ;3718 
#пустой ;3719 
#участок укэ укт у Кати кота зпв каша 19 девятнадцатой лавы главы лого сбрасывающий ;3720 
#участок номер 2 два сопряжение 15 лавы верх пятнадцатой лого главы глава вверх ;3721 
#участок укэ укт у Кати кота 1 первая Лента лента мкх 15 пятнадцатой лавы лого ;3722 
#пустой ;3723 
#водоотлива водоотливы водоотлив ЦПП CP cpp 800 824 горизонта горизонт ;3724 бит номер девять 9 
#воздухо воздуха подающий стол ствол stvol стволовой воздуха подающего падающего ствола стола ;3725 бит номер одинадцать 11 
#участок ndgo nvda mtgo гмайл джимейл Gmail монтажный ходок восемнадцатой 18 лавы главы лого ;3726 
#участок укэ укт у Кати кота 3 третья лента Лента зпв каша натяжная ;3727 
#Производственная служба горный горные диспетчер ;3728 
#РПП шесть 6 номер семь 7 ;3729 
#участок укэ укт у Кати кота Магистральная Лента номер один 1 ;3730 
#участок укэ укт у Кати кота Магистральная Лента номер два 2 ;3731 
#пустой ;3732 
##участок номер один 1 первый 18 лава лого восемьнадцатая Восемьнадцатая 1 первая лента ;3733 
#участок прпд рптд rbtd prbb пртб рпб вакуум насосная ;3734 
#участок укэ укт у Кати кота первая 1 Лента c11 c-11 лента питатель восток-запад ниц низ нис ;3735 
#участок укэ укт у Кати кота Магистральная Лента номер три 3 ;3736 
#упр номер 2 два 26 пикет 20 6 двадцать шестой лебедка лебёдка двадцатая лава лого ;3737 
#участок укэ укт у Кати кота вторая 2 Лента лента КПП Lenta ;3738 
#участок укэ укт у Кати кота четвёртая четвертая натяжная 4 Лента c11 c-11 ц 11 питатель ;3739 
#osu осу АСУ ВВЦ VC vvc отметка ;3740 
#участок вшт вышиты высоте стволовой стволовые 824 800 горизонта горизонт ;3741 бит номер пять 5 
#участок укэ укт у Кати кота вы в кпш кбш капша 824 горизонт горизон гарнизон 3 третья Блочная Лента третье питатель питателя ;3742 
#участок укэ укт у Кати кота первая 1 сборная Лента лента ;3743 
#участок номер 2 два 1 лента 15 лавы Лента пятнадцатой лого первая главы глава ;3744 
#участок номер один 1 первый 18 лава лого восемьнадцатая Восемьнадцатая вентиляционная вент винт vent выработка, лебёдка ;3745 
#участок номер один 1 первый 15 сбойка збойка Пятнадцатая сборка ;3746 
#участок укэ укт у Кати кота вторая Блочная Лента 800 824 горизонта булочная 2 ;3747 
#участок номер один 1 первый 15 сбойка збойка Пятнадцатая сборка посадочная площадка RP РПП номер восемь 8 ;3748 
#пустой ;3749 
#участок укэ укт у Кати кота вторая Лента c11 2 c-11 ц 11 7 седьмая сбойка сборка ;3750 
#участок вшт вышиты высоте стволовой стволовые 624 600 горизонта горизонт ;3751 бит номер шесть 6 
#вентиляционный ствол вент винт vent стволовой вентиляционного ствола стола ;3752 бит номер восемь 8 
#участок вшт вышиты высоте породная загрузка в шахте шапке Шахтах Шахты ;3753 
#пустой ;3754 
#участок номер 2 два второго участка распред Магнитка 15 15л л глав лавы пятнадцатой низ Nice лого глава главы ;3755 бит номер два 2 
#пустой ;3756 
#участок укэ укт у Кати кота первая Блочная Лента 800 824 горизонта Яблочная 1 ;3757 
#участок ВТБ VTB раздатчик 800 824 горизонт горизонта ;3758 
#участок укэ укт у Кати кота четвёртая Лента 4 c11 c-11 ц 11 ;3759 
#участок укэ укт у Кати кота первая 1 первое Лента лента КПП ;3760 
#участок вшт вышиты высоте Угольная загрузка в шахте Шахтах Шахты ;3761 
#участок укэ укт у Кати кота четвёртая Блочная Лента 800 824 горизонта булочная 4 заезд четвёртый четвертый ;3762 
#участок вшт вышиты высоте опрокид в шахте шапке опрокинут Шахтах Шахты ;3763 
#участок номер один 1 первый 18 лава лого восемьнадцатая Восемьнадцатая лебедка лебёдка ;3764 
#участок прпд рптд rbtd prbb пртб рпб квершлаг шлак коверлок подрыв К 19 ка лавы лого ;3765 
#участок номер 2 два лебёдка 3 заезд третий лебедка ;3766 
#водоотлива водоотливы водоотлив насос 21 22 лавы главы лампы 980 горизонта горизонт ;3767 
#участок номер 2 два насос 15 лавы пятнадцатой лого ;3768 
#пустой ;3769 
#пустой ;3770 
#пустой ;3771 
#участок ndgo nvda mtgo гмайл джимейл Gmail доставка гму шестой пикет 6 ;3772 
#участок номер один 1 первый первого участка распред Магнитка 18 восемнадцатой Восемнадцатой лавы ;3773 бит номер семь 7 
#участок номер один 1 первый конвейерная выработка обработка 1 бис первой лавы Беслан без лого Беслана Белово В слова лебёдка лебедка лебидка ;3774 
#пустой ;3775 
#участок srgb srvv rgv srw скпт пресс 824 крест Брест Горизонт горизонта;3776 
#лебедка лебёдка двадцатая лава лого 20 ;3777 бит номер три 3 
#участок укэ укт у Кати кота 5 заезд пятый пятая Пятая Блочная Лента лента ;3778 
#1 бис низ Беслан лавы лого погашение ;3779 
#участок служба связь связи бюро ремонта кросс ;3780 
#участок укэ укт у Кати кота третья Блочная Лента 800 824 горизонта булочная 3 ;3781 
#RP РПП десять 10 рп10 рп-10 rp10 посадочная площадка 3 заезд третий ;3782 
#участок вшт вышиты высоте Электровозная гараж горизонта 824 800 электровозный ;3783 бит номер четырнадцать 14 
